#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   83  127 -14.16 -12.24   .010   .009   .004
   83  128 -11.74 -11.11   .015   .013   .005
   83  129  -7.71  -9.87   .015   .013   .004
   83  130  -4.99  -8.72   .015   .013   .003
   83  131   -.88  -7.65   .015   .013   .004
   83  132   1.96  -6.64   .015   .013   .004
   83  133   6.20  -5.70   .015   .013   .004
   83  134   9.18  -4.82   .015   .012   .003
   83  135  13.47  -4.06   .071   .046   .009
   83  136  16.32  -3.56   .079   .050   .008
   83  137  20.54  -3.12   .083   .045   .000
   83  138  23.40  -2.85   .090   .048   .002
   83  139  27.81  -2.46   .094   .047  -.003
   83  140  30.85  -2.25   .099   .045  -.003
   83  141  35.38  -1.96   .105   .044  -.004
   83  142  38.62  -1.79   .107   .042  -.005
   83  143  43.27  -1.61   .111   .035  -.010
   83  144  46.68  -1.50   .113   .031  -.015
   83  145  51.50  -1.36   .118   .029  -.016
   83  146  55.12  -1.26   .120   .029  -.012
   83  147  60.09  -1.19   .123   .021  -.017
   83  148  63.91  -1.11   .126   .019  -.018
   83  149  69.11  -1.02   .122   .004  -.014
   83  150  73.10   -.98   .122   .003  -.017
   83  151  78.42   -.97   .123  -.003  -.011
   83  152  82.59   -.97   .121  -.010  -.008
   83  153  88.08   -.99   .121  -.014  -.007
   83  154  92.42  -1.01   .112  -.029  -.003
   83  155  98.08  -1.05   .111  -.029  -.002
   83  156 102.60  -1.09   .110  -.032   .002
   83  157 108.43  -1.16   .110  -.038   .000
   83  158 112.91  -1.44   .017   .008   .000
   83  159 118.44  -1.99   .016   .005  -.002
   83  160 122.79  -2.59   .016   .004  -.003
   83  161 128.37  -3.26   .014  0.000  -.004
   83  162 132.87  -3.91   .011  0.000  -.002
   83  163 138.63  -4.59   .007  -.004   .000
   83  164 143.22  -5.32   .002  0.000  0.000
   83  165 149.48  -5.66   .008   .008   .004
   83  166 154.61  -6.04   .014   .009   .001
   83  167 161.11  -6.31   .014   .004   .000
   83  168 166.48  -6.62   .013  0.000  -.002
   83  169 173.13  -6.92   .012  0.000  -.001
   83  170 178.67  -7.22   .010  0.000  -.001
   83  171 185.46  -7.54   .006  0.000  -.001
   83  172 191.26  -7.76   .002  0.000   .000
   83  173 198.39  -7.89   .009   .005   .001
   83  174 204.45  -8.01   .013   .006   .000
   83  175 211.82  -8.07   .013  0.000  -.002
   83  176 218.12  -8.11   .012  0.000  -.001
   83  177 225.65  -8.15   .011  0.000  -.002
   83  178 232.12  -8.18   .010  0.000  -.002
   83  179 239.84  -8.18   .010  0.000  -.002
   83  180 246.52  -8.15   .013   .006   .000
   83  181 254.43  -8.11   .012   .005  -.002
   83  182 261.31  -8.04   .012  0.000  -.003
   83  183 269.37  -7.99   .011  0.000  -.003
   83  184 276.42  -7.90   .007  -.005   .002
   83  185 284.58  -7.89   .002  0.000   .000
   83  186 292.62  -6.94   .006   .006   .003
   83  187 301.67  -6.19   .013   .012   .004
   83  188 309.66  -5.43   .018   .015   .006
   83  189 318.86  -4.66   .026   .023   .009
   83  190 326.76  -4.14   .033   .030   .013
   83  191 335.87  -3.59   .037   .032   .009
   83  192 343.78  -3.20   .044   .037   .014
   83  193 352.76  -2.90   .049   .041   .014
   83  194 360.87  -2.45   .052   .038   .009
   83  195 369.82  -2.31   .060   .047   .013
   83  196 377.92  -2.00   .063   .042   .003
   83  197 386.97  -1.88   .066   .038   .004
   83  198 394.96  -1.80   .069   .041   .003
   83  199 404.08  -1.75   .084   .031  -.005
   83  200 412.15  -1.72   .084   .029  -.008
   84   90  43.27  -3.94   .030   .024   .012
   84   91  40.15  -3.26   .030   .024   .011
   84   92  35.16  -2.65   .030   .025   .011
   84   93  32.40  -2.06   .029   .027   .005
   84   94  27.75  -1.55   .030   .025   .011
   84   95  25.26  -1.12   .030   .020   .004
   84   96  20.88   -.79   .140   .057  -.001
   84   97  18.48   -.68   .144   .052  -.002
   84   98  14.33   -.56   .146   .046  -.003
   84   99  12.22   -.56   .152   .042  -.007
   84  100   8.40   -.52   .154   .034  -.009
   84  101   6.77   -.45   .154   .026  -.009
   84  102   3.32   -.43   .159   .014  -.015
   84  103   2.05   -.38   .158   .008  -.011
   84  104  -1.02   -.38   .158  -.001  -.011
   84  105  -1.98   -.38   .158  -.008  -.011
   84  106  -4.69   -.40   .155  -.019  -.013
   84  107  -5.37   -.48   .151  -.026  -.010
   84  108  -7.80   -.60   .030   .028   .010
   84  109  -8.40   -.95   .028   .021   .004
   84  110 -10.77  -1.37   .028   .021   .004
   84  111 -11.17  -1.85   .028   .021   .004
   84  112 -13.31  -2.39   .028   .021   .004
   84  113 -13.48  -2.98   .026   .016   .001
   84  114 -15.39  -3.63   .026   .016   .001
   84  115 -15.34  -4.32   .027   .018   .004
   84  116 -17.00  -5.05   .027   .019   .003
   84  117 -16.69  -5.79   .027   .018   .001
   84  118 -17.98  -6.47   .026   .016   .000
   84  119 -17.32  -7.17   .026   .013  -.001
   84  120 -18.35  -7.91   .024   .009  -.004
   84  121 -17.45  -8.66   .023   .006  -.003
   84  122 -18.22  -9.44   .021  -.001  -.003
   84  123 -17.04 -10.20   .016  -.005   .000
   84  124 -17.52 -11.00   .003  0.000   .000
   84  125 -16.07 -11.77   .008  0.000  -.001
   84  126 -16.08 -12.39   .003  0.000   .000
   84  127 -12.41 -11.21   .010   .009   .004
   84  128 -10.55 -10.23   .020   .019   .009
   84  129  -6.97  -9.42   .027   .021   .003
   84  130  -4.89  -8.50   .034   .028   .010
   84  131   -.79  -7.42   .034   .028   .009
   84  132   1.74  -6.33   .037   .031   .016
   84  133   5.74  -5.61   .060   .044   .012
   84  134   8.20  -4.84   .068   .051   .014
   84  135  12.23  -4.33   .072   .051   .013
   84  136  14.69  -3.82   .080   .053   .009
   84  137  18.90  -3.38   .085   .053   .005
   84  138  21.39  -3.09   .090   .050   .003
   84  139  25.72  -2.75   .096   .051   .001
   84  140  28.39  -2.53   .099   .048   .000
   84  141  32.92  -2.23   .105   .044  -.004
   84  142  35.80  -2.03   .107   .044  -.004
   84  143  40.45  -1.84   .114   .041  -.009
   84  144  43.54  -1.67   .117   .039  -.012
   84  145  48.34  -1.54   .119   .030  -.015
   84  146  51.61  -1.42   .121   .032  -.013
   84  147  56.57  -1.34   .127   .030  -.013
   84  148  60.06  -1.22   .129   .023  -.017
   84  149  65.21  -1.16   .132   .023  -.017
   84  150  68.91  -1.05   .130   .015  -.009
   84  151  74.23  -1.02   .131   .009  -.010
   84  152  78.07   -.98   .129   .002  -.007
   84  153  83.60   -.96   .126  -.003  -.006
   84  154  87.58   -.97   .128  -.008  -.006
   84  155  93.27   -.98   .124  -.014   .000
   84  156  97.46  -1.00   .125  -.017   .001
   84  157 103.31  -1.02   .125  -.022   .001
   84  158 107.48  -1.26   .026   .005  -.005
   84  159 113.11  -1.70   .023   .004  -.005
   84  160 117.11  -2.30   .022  -.002  -.006
   84  161 122.82  -2.84   .019  -.004  -.003
   84  162 127.00  -3.45   .014  -.007  0.000
   84  163 132.80  -4.08   .007  -.006   .001
   84  164 137.06  -4.80   .002  0.000  0.000
   84  165 143.34  -5.12   .009   .008   .004
   84  166 148.15  -5.47   .013   .008  0.000
   84  167 154.53  -5.86   .018   .006  -.003
   84  168 159.57  -6.16   .020  0.000  -.004
   84  169 166.29  -6.37   .018  -.003  -.002
   84  170 171.57  -6.60   .014  -.005   .000
   84  171 178.41  -6.86   .006  0.000  -.001
   84  172 183.93  -7.03   .002  0.000  0.000
   84  173 191.04  -7.18   .020   .009   .000
   84  174 196.72  -7.35   .020   .010   .000
   84  175 203.99  -7.50   .024   .009  -.002
   84  176 209.88  -7.62   .023   .008  -.003
   84  177 217.38  -7.69   .024   .004  -.003
   84  178 223.51  -7.73   .022   .002  -.002
   84  179 231.18  -7.78   .020  -.001  -.001
   84  180 237.45  -7.84   .018  0.000  -.002
   84  181 245.27  -7.89   .013  -.004   .000
   84  182 251.70  -7.94   .010  0.000  -.002
   84  183 259.71  -7.95   .007  -.003   .000
   84  184 266.40  -7.89   .002  0.000   .000
   84  185 275.12  -7.32   .002  0.000   .000
   84  186 282.82  -6.41   .008   .008   .006
   84  187 291.87  -5.65   .015   .011   .003
   84  188 299.20  -5.24   .027   .024   .011
   84  189 308.12  -4.75   .032   .029   .013
   84  190 315.71  -4.23   .035   .029   .010
   84  191 324.75  -3.75   .044   .037   .014
   84  192 332.28  -3.42   .049   .043   .015
   84  193 341.29  -3.11   .056   .044   .012
   84  194 348.80  -2.94   .060   .045   .012
   84  195 357.97  -2.59   .065   .044   .008
   84  196 365.59  -2.45   .069   .047   .008
   84  197 374.71  -2.27   .073   .044  0.000
   84  198 382.42  -2.18   .077   .040   .000
   84  199 391.57  -2.09   .079   .038  -.006
   84  200 399.33  -2.07   .084   .033  -.008
   85   92  47.08  -2.10   .040   .030   .002
   85   93  43.82  -1.54   .040   .030   .002
   85   94  38.83  -1.33   .131   .068   .008
   85   95  35.60  -1.17   .135   .061   .003
   85   96  30.96  -1.06   .140   .059  -.002
   85   97  28.09   -.96   .146   .055  -.004
   85   98  23.86   -.87   .150   .050  -.004
   85   99  21.37   -.79   .154   .044  -.009
   85  100  17.53   -.72   .156   .037  -.012
   85  101  15.39   -.70   .160   .030  -.015
   85  102  12.01   -.58   .158   .022  -.012
   85  103  10.22   -.59   .160   .011  -.019
   85  104   7.12   -.58   .161  -.001  -.025
   85  105   5.76   -.53   .160  -.010  -.024
   85  106   3.16   -.40   .155  -.013  -.009
   85  107   2.09   -.42   .158  -.021  -.016
   85  108   -.32   -.48   .153  -.034  -.013
   85  109   -.97   -.44   .043   .030   .005
   85  110  -3.36   -.84   .044   .027   .006
   85  111  -4.18  -1.31   .044   .026   .004
   85  112  -6.31  -1.80   .043   .024   .003
   85  113  -6.87  -2.35   .042   .023   .002
   85  114  -8.76  -2.94   .042   .022   .001
   85  115  -9.08  -3.58   .041   .020   .000
   85  116 -10.72  -4.25   .038   .019  -.003
   85  117 -10.81  -4.97   .036   .016  -.003
   85  118 -12.19  -5.70   .035   .014  -.005
   85  119 -11.95  -6.40   .035   .010  -.006
   85  120 -12.98  -7.10   .035   .005  -.007
   85  121 -12.41  -7.77   .027  0.000  -.004
   85  122 -13.18  -8.52   .026  -.002  -.004
   85  123 -12.39  -9.26   .022  -.005  -.001
   85  124 -12.84  -9.99   .004   .002   .000
   85  125 -11.83 -10.80   .008  0.000  -.001
   85  126 -11.89 -11.43   .003  0.000   .000
   85  127  -8.64 -10.27   .010   .009   .003
   85  128  -6.83  -9.31   .020   .021   .009
   85  129  -3.70  -8.55   .030   .030   .016
   85  130  -1.96  -7.94   .036   .028   .008
   85  131   1.28  -7.33   .044   .035   .010
   85  132   3.64  -6.37   .050   .042   .017
   85  133   7.12  -5.77   .060   .044   .012
   85  134   9.44  -5.12   .069   .054   .017
   85  135  13.10  -4.59   .072   .051   .013
   85  136  15.52  -4.10   .082   .059   .012
   85  137  19.38  -3.61   .087   .056   .008
   85  138  21.85  -3.32   .091   .053   .006
   85  139  25.81  -2.98   .096   .053   .002
   85  140  28.47  -2.74   .101   .052   .000
   85  141  32.54  -2.52   .106   .048  -.003
   85  142  35.44  -2.28   .111   .050  -.004
   85  143  39.69  -2.11   .115   .045  -.006
   85  144  42.80  -1.89   .120   .050  -.006
   85  145  47.19  -1.80   .124   .043  -.008
   85  146  50.51  -1.61   .126   .035  -.015
   85  147  55.06  -1.57   .130   .036  -.013
   85  148  58.55  -1.43   .133   .031  -.016
   85  149  63.34  -1.36   .134   .026  -.017
   85  150  67.04  -1.23   .135   .019  -.014
   85  151  72.04  -1.16   .134   .012  -.011
   85  152  75.87  -1.11   .135   .008  -.012
   85  153  81.07  -1.05   .131   .001  -.006
   85  154  85.06  -1.04   .132  -.003  -.007
   85  155  90.41  -1.02   .131  -.008  -.005
   85  156  94.61  -1.02   .132  -.013  -.006
   85  157 100.14  -1.02   .128  -.019   .000
   85  158 104.52  -1.03   .126  -.021  0.000
   85  159 109.77  -1.49   .028  -.004  -.006
   85  160 113.89  -1.96   .025  -.008  -.005
   85  161 119.27  -2.48   .021  -.009  0.000
   85  162 123.50  -3.02   .016  -.009   .003
   85  163 128.98  -3.62   .009  -.006   .003
   85  164 133.22  -4.35   .002  0.000  0.000
   85  165 139.17  -4.66   .008   .008   .004
   85  166 143.99  -4.99   .013   .007  0.000
   85  167 150.06  -5.35   .018   .006  -.004
   85  168 155.11  -5.63   .020  0.000  -.004
   85  169 161.46  -5.87   .018  -.005   .000
   85  170 166.74  -6.09   .035   .015  -.001
   85  171 173.31  -6.29   .036   .012   .000
   85  172 178.79  -6.48   .034   .010   .000
   85  173 185.53  -6.67   .032   .009   .000
   85  174 191.16  -6.88   .033   .008  -.004
   85  175 198.06  -7.07   .028   .008  -.003
   85  176 203.88  -7.25   .030   .004  -.005
   85  177 211.00  -7.37   .031  0.000  -.005
   85  178 217.11  -7.42   .025  -.003  -.004
   85  179 224.41  -7.53   .025  -.005  -.002
   85  180 230.65  -7.61   .022  -.008  -.001
   85  181 238.13  -7.67   .018  -.008   .000
   85  182 244.51  -7.77   .012  -.006  0.000
   85  183 252.06  -7.91   .007  -.003  0.000
   85  184 258.58  -8.02   .002  0.000   .000
   85  185 267.41  -7.03   .007   .007   .004
   85  186 275.03  -6.19   .013   .011   .003
   85  187 283.61  -5.58   .020   .020   .008
   85  188 291.03  -5.09   .027   .026   .012
   85  189 299.61  -4.62   .033   .029   .011
   85  190 306.95  -4.34   .040   .039   .018
   85  191 315.56  -3.99   .043   .034   .009
   85  192 323.02  -3.73   .049   .042   .014
   85  193 331.66  -3.47   .055   .046   .014
   85  194 339.20  -3.28   .061   .050   .016
   85  195 347.97  -3.02   .065   .048   .012
   85  196 355.62  -2.85   .070   .050   .012
   85  197 364.46  -2.65   .073   .045   .001
   85  198 372.18  -2.53   .076   .043   .000
   85  199 381.07  -2.42   .079   .040  -.005
   85  200 388.88  -2.34   .082   .034  -.009
   86   93  53.13  -1.93   .124   .071   .011
   86   94  47.68  -1.70   .131   .067   .008
   86   95  44.43  -1.52   .137   .064   .003
   86   96  39.35  -1.37   .142   .060   .000
   86   97  36.44  -1.27   .147   .056  -.007
   86   98  31.72  -1.20   .152   .051  -.007
   86   99  29.26  -1.06   .154   .045  -.011
   86  100  24.94  -1.01   .160   .040  -.014
   86  101  22.83   -.91   .160   .030  -.015
   86  102  18.95   -.83   .160   .021  -.017
   86  103  17.22   -.74   .161   .012  -.019
   86  104  13.70   -.70   .161  -.001  -.025
   86  105  12.35   -.61   .160  -.010  -.024
   86  106   9.33   -.45   .155  -.013  -.012
   86  107   8.25   -.46   .158  -.021  -.016
   86  108   5.50   -.40   .150  -.030  -.013
   86  109   4.81   -.37   .151  -.042  -.010
   86  110   2.23   -.51   .052   .026   .000
   86  111   1.44   -.93   .052   .029   .003
   86  112  -1.10  -1.38   .052   .026   .000
   86  113  -1.61  -1.85   .051   .022  -.001
   86  114  -3.88  -2.39   .050   .019  -.003
   86  115  -4.16  -2.95   .047   .016  -.004
   86  116  -6.16  -3.55   .044   .012  -.005
   86  117  -6.26  -4.25   .046   .010  -.006
   86  118  -8.02  -4.95   .043   .010  -.009
   86  119  -7.81  -5.64   .041   .006  -.012
   86  120  -9.25  -6.35   .038  0.000  -.006
   86  121  -8.70  -7.01   .035  -.003  -.004
   86  122  -9.83  -7.70   .031  -.009  -.004
   86  123  -9.03  -8.40   .026  -.012   .001
   86  124  -9.87  -9.10   .003  0.000   .000
   86  125  -8.88  -9.90   .008  0.000  -.001
   86  126  -9.36 -10.55   .003  0.000   .000
   86  127  -6.15  -9.41   .010   .009   .003
   86  128  -4.76  -8.47   .020   .020   .009
   86  129  -1.65  -7.69   .030   .030   .015
   86  130   -.38  -7.15   .038   .035   .012
   86  131   2.73  -6.65   .047   .034   .008
   86  132   4.03  -6.35   .054   .042   .012
   86  133   7.32  -5.93   .061   .051   .017
   86  134   9.20  -5.32   .069   .057   .017
   86  135  12.92  -4.71   .074   .053   .009
   86  136  14.78  -4.39   .083   .061   .015
   86  137  18.65  -3.88   .088   .059   .009
   86  138  20.76  -3.56   .094   .062   .014
   86  139  24.69  -3.22   .100   .060   .008
   86  140  26.99  -2.96   .102   .055   .001
   86  141  31.02  -2.77   .108   .054   .000
   86  142  33.52  -2.55   .111   .052  -.004
   86  143  37.71  -2.42   .117   .053  -.003
   86  144  40.46  -2.19   .121   .049  -.004
   86  145  44.84  -2.09   .124   .046  -.008
   86  146  47.78  -1.90   .127   .040  -.010
   86  147  52.36  -1.82   .130   .037  -.013
   86  148  55.50  -1.66   .134   .033  -.018
   86  149  60.29  -1.59   .135   .028  -.018
   86  150  63.65  -1.42   .135   .019  -.014
   86  151  68.70  -1.29   .132   .013  -.011
   86  152  72.15  -1.26   .137   .010  -.014
   86  153  77.38  -1.15   .131   .002  -.006
   86  154  81.03  -1.13   .133  -.003  -.008
   86  155  86.40  -1.08   .131  -.008  -.005
   86  156  90.26  -1.06   .133  -.013  -.007
   86  157  95.81  -1.02   .126  -.017  -.002
   86  158  99.85  -1.02   .130  -.020  -.005
   86  159 105.31  -1.27   .047   .002  -.004
   86  160 109.14  -1.67   .031  -.009  -.004
   86  161 114.54  -2.16   .023  -.013   .003
   86  162 118.49  -2.64   .016  -.013   .006
   86  163 123.96  -3.25   .008  -.006   .002
   86  164 127.85  -3.97   .002  0.000  0.000
   86  165 133.82  -4.25   .008   .005   .002
   86  166 138.29  -4.58   .013   .008  -.001
   86  167 144.38  -4.92   .018   .006  -.004
   86  168 149.11  -5.18   .020  0.000  -.004
   86  169 155.47  -5.41   .031   .014  0.000
   86  170 160.37  -5.67   .034   .012  -.001
   86  171 166.81  -6.00   .040   .011  -.004
   86  172 171.89  -6.25   .042   .009  -.006
   86  173 178.70  -6.37   .037   .004  0.000
   86  174 183.97  -6.60   .041   .005  -.009
   86  175 190.88  -6.78   .038   .002  -.007
   86  176 196.43  -6.90   .034  -.001  -.006
   86  177 203.48  -7.09   .034  -.003  -.006
   86  178 209.21  -7.20   .031  -.006  -.006
   86  179 216.52  -7.28   .028  -.010  -.002
   86  180 222.43  -7.37   .024  -.011   .000
   86  181 229.91  -7.44   .020  -.012   .004
   86  182 235.97  -7.54   .013  -.008   .003
   86  183 243.49  -7.71   .007  -.003   .000
   86  184 249.58  -7.93   .002  0.000   .000
   86  185 258.49  -6.86   .007   .008   .006
   86  186 265.84  -5.97   .013   .011   .003
   86  187 274.41  -5.38   .020   .020   .008
   86  188 281.57  -4.82   .027   .026   .012
   86  189 290.31  -4.20   .030   .021   .002
   86  190 297.25  -4.01   .040   .039   .018
   86  191 305.74  -3.78   .045   .040   .014
   86  192 312.73  -3.68   .053   .045   .014
   86  193 321.16  -3.64   .056   .051   .019
   86  194 328.39  -3.44   .060   .049   .016
   86  195 337.18  -3.17   .066   .051   .014
   86  196 344.49  -3.04   .070   .051   .012
   86  197 353.31  -2.86   .074   .047   .003
   86  198 360.71  -2.76   .077   .045   .003
   86  199 369.61  -2.64   .079   .040  -.005
   86  200 377.13  -2.55   .084   .043  -.004
   87   95  55.30  -1.88   .137   .064   .003
   87   96  50.20  -1.71   .143   .061  -.001
   87   97  46.86  -1.58   .146   .058  -.006
   87   98  42.11  -1.49   .152   .052  -.007
