#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   78  133  12.32  -4.44   .044   .001  -.012
   78  134  16.08  -3.65   .045  -.002  -.008
   78  135  21.57  -2.93   .046  -.006  -.006
   78  136  25.40  -2.30   .050  -.010  -.009
   78  137  30.97  -1.72   .051  -.012  -.007
   78  138  34.86  -1.29   .087   .039  -.004
   78  139  40.28  -1.08   .090   .034  -.006
   78  140  44.14   -.89   .096   .035  -.009
   78  141  49.68   -.78   .100   .032  -.011
   78  142  53.67   -.69   .105   .031  -.014
   78  143  59.35   -.65   .109   .029  -.016
   78  144  63.49   -.63   .113   .026  -.017
   78  145  69.33   -.64   .117   .025  -.021
   78  146  73.65   -.66   .119   .019  -.021
   78  147  79.69   -.65   .121   .011  -.017
   78  148  84.20   -.69   .126   .006  -.018
   78  149  90.41   -.73   .127   .003  -.016
   78  150  95.09   -.79   .129   .001  -.016
   78  151 101.50   -.81   .128  -.005  -.014
   78  152 106.40   -.86   .131  -.008  -.016
   78  153 113.00   -.88   .130  -.015  -.008
   78  154 118.09   -.94   .124  -.021  -.007
   78  155 124.81  -1.01   .123  -.027  -.005
   78  156 130.10  -1.06   .120  -.030  -.005
   78  157 137.00  -1.14   .119  -.038   .001
   78  158 142.45  -1.21   .116  -.041   .003
   78  159 149.53  -1.28   .112  -.045   .009
   78  160 154.99  -1.53  -.090  -.010   .019
   78  161 162.06  -1.79  -.091  -.011   .019
   78  162 167.65  -2.08  -.092  -.014   .018
   78  163 174.81  -2.40  -.092  -.015   .017
   78  164 180.51  -2.77  -.093  -.016   .017
   78  165 187.91  -3.02   .007   .003  -.001
   78  166 193.70  -3.46   .013   .004  -.001
   78  167 201.05  -3.91   .019   .007  -.002
   78  168 206.98  -4.38   .022   .002  -.004
   78  169 214.53  -4.80   .022  -.003  -.004
   78  170 220.72  -5.16   .018  -.005  -.001
   78  171 228.49  -5.52   .013  -.006   .000
   78  172 234.86  -5.87   .008  -.007   .004
   78  173 242.70  -6.30   .002  0.000   .000
   78  174 249.47  -6.39   .008   .005   .000
   78  175 257.77  -6.51   .011  0.000  -.002
   78  176 264.77  -6.54   .009  -.005   .001
   78  177 273.31  -6.56   .021   .003  -.005
   78  178 280.47  -6.57   .021  -.001  -.001
   78  179 289.18  -6.56   .021   .001   .000
   78  180 296.49  -6.58   .017   .004  -.002
   78  181 305.32  -6.58   .020  -.003  -.003
   78  182 312.84  -6.53   .016  -.005  -.002
   78  183 321.88  -6.46   .012  -.006   .000
   78  184 329.54  -6.41   .007  -.006   .004
   78  185 338.62  -6.42   .002  0.000   .000
   78  186 347.30  -5.49   .007   .006   .004
   78  187 357.37  -4.66   .013   .010   .001
   78  188 366.00  -3.91   .018   .013   .001
   78  189 376.05  -3.22   .023   .013  -.001
   78  190 384.70  -2.58   .028   .016  -.001
   78  191 394.76  -1.99   .033   .018   .001
   78  192 403.44  -1.46   .042   .032   .007
   78  193 413.42  -1.09   .045   .027   .001
   78  194 422.00   -.77   .050   .031   .002
   78  195 431.82   -.68   .084   .031   .002
   78  196 440.21   -.68   .100   .025  -.004
   78  197 449.99   -.73   .103   .022  -.006
   78  198 458.45   -.79   .104   .020  -.008
   78  199 468.32   -.87   .107   .017  -.011
   78  200 476.86   -.98   .110   .015  -.013
   79   82  25.93 -10.58   .004  0.000   .000
   79   83  22.50  -9.47   .014   .010   .001
   79   84  17.53  -8.49   .023   .007  -.004
   79   85  14.44  -7.53   .027  0.000  -.004
   79   86   9.82  -6.70   .034  0.000  -.007
   79   87   7.11  -5.83   .035  -.010  -.004
   79   88   2.96  -5.02   .039  -.014  -.002
   79   89    .60  -4.25   .041  -.019   .000
   79   90  -3.16  -3.52   .044  -.023   .004
   79   91  -5.18  -2.86   .045  -.023   .003
   79   92  -8.61  -2.24   .046  -.024   .003
   79   93 -10.32  -1.70   .045  -.024   .002
   79   94 -13.47  -1.25   .044  -.025   .004
   79   95 -14.92   -.86   .045  -.024   .003
   79   96 -17.80   -.56   .046  -.028   .007
   79   97 -18.88   -.20   .044  -.024   .004
   79   98 -21.50   -.06   .147   .040  -.010
   79   99 -22.66   -.17   .153   .035  -.017
   79  100 -25.05   -.20   .153   .022  -.010
   79  101 -25.81   -.29   .155   .016  -.012
   79  102 -27.88   -.38   .155   .008  -.011
   79  103 -28.27   -.48   .156   .001  -.013
   79  104 -29.97   -.57   .155  -.007  -.011
   79  105 -30.01   -.68   .152  -.017  -.007
   79  106 -31.44   -.86   .154  -.023  -.009
   79  107 -31.15   -.98   .151  -.031  -.005
   79  108 -32.21  -1.16   .152  -.035  -.010
   79  109 -31.75  -1.44  -.079  -.029   .013
   79  110 -32.83  -1.99  -.078  -.032   .012
   79  111 -32.22  -2.45  -.079  -.034   .010
   79  112 -32.91  -2.93  -.080  -.030   .005
   79  113 -32.05  -3.46  -.079  -.033   .008
   79  114 -32.48  -4.01  -.079  -.036   .007
   79  115 -31.33  -4.56  -.079  -.035   .006
   79  116 -31.47  -5.14  -.079  -.036   .005
   79  117 -30.10  -5.77  -.080  -.037   .006
   79  118 -30.05  -6.47  -.079  -.036  0.000
   79  119 -28.48  -7.19  -.080  -.037   .000
   79  120 -28.18  -7.94   .035  -.007  -.003
   79  121 -26.32  -8.65   .034  -.010   .000
   79  122 -25.68  -9.35   .032  -.011   .000
   79  123 -23.54 -10.06   .020  -.009   .001
   79  124 -22.67 -10.82   .003  0.000   .000
   79  125 -20.28 -11.55   .008  0.000  -.001
   79  126 -18.99 -12.16   .003  0.000   .000
   79  127 -14.33 -10.88   .009   .007   .002
   79  128 -11.02  -9.75   .017   .010   .000
   79  129  -6.31  -8.68   .023   .008  -.004
   79  130  -2.83  -7.63   .025   .003  -.005
   79  131   1.92  -6.76   .032   .001  -.007
   79  132   5.48  -5.89   .034  -.001  -.008
   79  133  10.55  -4.96   .036  -.005  -.004
   79  134  14.29  -4.15   .039  -.009  -.005
   79  135  19.40  -3.41   .040  -.012  -.004
   79  136  23.31  -2.69   .041  -.014  -.001
   79  137  28.53  -2.07   .043  -.017   .000
   79  138  32.42  -1.60   .087   .039  -.002
   79  139  37.48  -1.36   .091   .040  -.003
   79  140  41.34  -1.16   .097   .038  -.008
   79  141  46.52  -1.02   .101   .036  -.011
   79  142  50.50   -.92   .106   .033  -.012
   79  143  55.83   -.85   .109   .030  -.014
   79  144  59.97   -.81   .113   .027  -.014
   79  145  65.46   -.78   .116   .025  -.018
   79  146  69.77   -.79   .119   .020  -.019
   79  147  75.42   -.81   .120   .013  -.021
   79  148  79.96   -.80   .123   .007  -.018
   79  149  85.82   -.81   .122  -.001  -.015
   79  150  90.48   -.87   .126  -.004  -.016
   79  151  96.51   -.91   .127  -.007  -.014
   79  152 101.40   -.95   .127  -.010  -.011
   79  153 107.66   -.95   .126  -.019  -.007
   79  154 112.73  -1.01   .125  -.018  -.005
   79  155 119.12  -1.06   .125  -.023  -.004
   79  156 124.39  -1.10   .122  -.030  -.001
   79  157 130.96  -1.16   .124  -.030   .001
   79  158 136.41  -1.21  -.073  -.022   .013
   79  159 142.92  -1.50  -.073  -.023   .011
   79  160 148.33  -1.78  -.073  -.024   .011
   79  161 154.99  -2.10  -.076  -.022   .008
   79  162 160.51  -2.44  -.075  -.023   .006
   79  163 167.25  -2.85   .009  -.006   .002
   79  164 172.59  -3.54   .002  0.000   .000
   79  165 179.48  -3.96   .007   .004  0.000
   79  166 185.26  -4.41   .011   .001  -.001
   79  167 192.28  -4.86   .014  -.001  -.001
   79  168 198.24  -5.28   .014  -.005   .000
   79  169 205.49  -5.65   .014  -.006   .001
   79  170 211.68  -6.01   .006  0.000   .000
   79  171 219.09  -6.38   .010  0.000  -.001
   79  172 225.48  -6.71   .007  -.003   .000
   79  173 233.15  -6.97   .002  0.000   .000
   79  174 239.94  -7.05   .007   .005   .000
   79  175 247.92  -7.16   .011  0.000  -.002
   79  176 254.90  -7.19   .009  -.005   .001
   79  177 263.10  -7.22   .002  0.000   .000
   79  178 270.33  -7.16   .018  -.003   .000
   79  179 278.68  -7.18   .016  -.003  -.002
   79  180 286.00  -7.18   .013  -.005   .000
   79  181 294.57  -7.12   .012  -.005   .001
   79  182 302.00  -7.15   .017  -.008   .000
   79  183 310.70  -7.11   .012  -.006   .000
   79  184 318.35  -7.06   .007  -.006   .003
   79  185 327.10  -7.09   .002  0.000   .000
   79  186 335.81  -6.12   .006   .005  0.000
   79  187 345.62  -5.23   .012   .008   .000
   79  188 354.28  -4.44   .017   .011  -.001
   79  189 364.08  -3.69   .021   .009  -.003
   79  190 372.80  -2.98   .028   .014  -.002
   79  191 382.57  -2.38   .030   .010  -.005
   79  192 391.19  -1.90   .042   .031   .007
   79  193 400.88  -1.51   .045   .027   .001
   79  194 409.38  -1.27   .053   .040   .008
   79  195 418.99  -1.08   .057   .039   .006
   79  196 427.58   -.89   .071   .038   .004
   79  197 437.13   -.87   .092   .029  -.003
   79  198 445.60   -.92   .104   .017  -.010
   79  199 455.18  -1.00   .107   .016  -.011
   79  200 463.73  -1.08   .108   .012  -.014
   80   84  25.84  -9.48   .021  0.000  -.003
   80   85  22.77  -8.44   .024  -.006  -.001
   80   86  17.78  -7.48   .026  -.012   .000
   80   87  15.05  -6.57   .028  -.013   .000
   80   88  10.42  -5.74   .030  -.018   .005
   80   89   8.12  -4.87   .031  -.021   .008
   80   90   3.92  -4.08   .030  -.017   .005
   80   91   1.90  -3.36   .030  -.019   .008
   80   92  -2.01  -2.74   .030  -.016   .003
   80   93  -3.78  -2.21   .031  -.017   .004
   80   94  -7.39  -1.74   .031  -.017   .003
   80   95  -8.88  -1.34   .031  -.018   .003
   80   96 -12.23  -1.03   .030  -.019   .003
   80   97 -13.46   -.78   .031  -.018   .003
   80   98 -16.45   -.53   .030  -.018   .005
   80   99 -17.29   -.29   .030  -.018   .005
   80  100 -20.02   -.17   .153   .022  -.009
   80  101 -20.81   -.26   .156   .018  -.012
   80  102 -23.34   -.34   .156   .008  -.014
   80  103 -23.75   -.41   .156   .001  -.013
   80  104 -25.88   -.47   .154  -.007  -.010
   80  105 -25.96   -.59   .153  -.016  -.009
   80  106 -27.79   -.71   .150  -.020  -.009
   80  107 -27.52   -.81   .148  -.027  -.005
   80  108 -29.15  -1.11   .030  -.021   .007
   80  109 -28.87  -1.54   .030  -.022   .007
   80  110 -30.36  -2.04   .030  -.020   .007
   80  111 -29.90  -2.62   .031  -.023   .008
   80  112 -31.10  -3.17   .030  -.019   .004
   80  113 -30.29  -3.72   .030  -.017   .005
   80  114 -31.21  -4.33   .027  -.012   .002
   80  115 -30.19  -4.97   .027  -.012   .001
   80  116 -30.86  -5.64   .025  -.006  0.000
   80  117 -29.58  -6.33   .024  -.006   .000
   80  118 -29.99  -7.05   .025  -.007  -.001
   80  119 -28.46  -7.79   .025  -.009  -.001
   80  120 -28.64  -8.59   .028  -.013   .000
   80  121 -26.89  -9.39   .028  -.013  0.000
   80  122 -26.71 -10.12   .027  -.012   .002
   80  123 -24.60 -10.84   .020  -.008  0.000
   80  124 -24.24 -11.69   .003  0.000   .000
   80  125 -21.84 -12.39   .004  0.000   .000
   80  126 -21.00 -13.03   .003  0.000   .000
   80  127 -16.31 -11.71   .009   .009   .000
   80  128 -13.38 -10.53   .016   .006  -.003
   80  129  -8.61  -9.38   .020  0.000  -.003
   80  130  -5.49  -8.29   .021  -.001  -.002
   80  131   -.62  -7.28   .025  -.005  -.002
   80  132   2.63  -6.32   .028  -.008  -.002
   80  133   7.62  -5.45   .030  -.012  -.001
   80  134  11.04  -4.57   .030  -.014   .000
   80  135  16.15  -3.80   .032  -.017   .003
   80  136  19.69  -3.05   .032  -.018   .003
   80  137  24.98  -2.34   .031  -.018   .004
   80  138  28.45  -1.91   .087   .039  -.001
   80  139  33.53  -1.63   .091   .042  -.001
   80  140  37.00  -1.42   .097   .037  -.005
   80  141  42.21  -1.24   .101   .035  -.011
   80  142  45.81  -1.13   .105   .033  -.011
   80  143  51.15  -1.03   .110   .033  -.014
   80  144  54.92   -.99   .113   .026  -.016
   80  145  60.44   -.92   .116   .023  -.022
   80  146  64.39   -.91   .117   .018  -.017
   80  147  70.05   -.90   .120   .010  -.026
   80  148  74.25   -.85   .120   .004  -.017
   80  149  80.07   -.90   .120  0.000  -.016
   80  150  84.38   -.95   .120  -.007  -.016
   80  151  90.42   -.96   .120  -.010  -.014
   80  152  94.94  -1.01   .125  -.015  -.013
   80  153 101.17  -1.02   .121  -.019  -.005
   80  154 105.86  -1.09   .124  -.021  -.006
   80  155 112.27  -1.12   .122  -.025  -.002
   80  156 117.19  -1.16   .123  -.027   .000
   80  157 123.76  -1.20   .124  -.028   .002
   80  158 128.87  -1.24   .126  -.028   .000
   80  159 135.20  -1.70  -.060  -.026   .004
   80  160 140.05  -2.18  -.054  -.031   .000
   80  161 146.68  -2.52   .023  -.014   .006
   80  162 151.65  -3.07   .015  -.008   .002
   80  163 158.10  -3.75   .004  0.000  -.001
   80  164 163.02  -4.53   .002  0.000  0.000
   80  165 169.98  -4.87   .004  0.000  -.001
   80  166 175.49  -5.23   .013   .004   .000
   80  167 182.54  -5.65   .015   .004  -.001
   80  168 188.17  -6.06   .015  -.003   .000
   80  169 195.38  -6.47   .017  -.005   .000
   80  170 201.13  -6.93   .004  0.000   .000
   80  171 208.49  -7.36   .004  0.000   .000
   80  172 214.49  -7.73   .002  0.000   .000
   80  173 222.44  -7.71   .004  0.000  -.001
   80  174 228.96  -7.72   .011   .002  -.001
   80  175 237.00  -7.77   .011  -.002  0.000
   80  176 243.65  -7.81   .006  -.003   .001
   80  177 251.77  -7.92   .002  0.000   .000
   80  178 258.71  -7.82   .006   .004   .001
   80  179 267.13  -7.77   .011   .002  -.001
   80  180 274.15  -7.74   .011  -.002  0.000
   80  181 282.69  -7.72   .006  -.003   .001
   80  182 289.78  -7.76   .002  0.000   .000
   80  183 298.53  -7.66   .006   .002  0.000
   80  184 305.79  -7.69   .006  -.005   .001
   80  185 314.49  -7.78   .002  0.000   .000
   80  186 322.93  -6.76   .004  0.000  -.001
   80  187 332.81  -5.80   .012   .006   .001
   80  188 341.21  -4.96   .015   .004  -.001
   80  189 351.08  -4.13   .018   .003  -.002
   80  190 359.52  -3.40   .021  0.000  -.003
   80  191 369.41  -2.68   .034   .020   .001
   80  192 377.68  -2.24   .042   .032   .007
   80  193 387.25  -1.97   .049   .040   .012
   80  194 395.53  -1.65   .053   .038   .008
   80  195 405.10  -1.51   .057   .040   .007
   80  196 413.47  -1.23   .065   .043   .002
   80  197 423.12  -1.12   .077   .035   .000
   80  198 431.39  -1.06   .079   .036  -.001
   80  199 441.00  -1.11   .096   .021  -.008
   80  200 449.26  -1.19   .109   .009  -.014
   81   85  33.24  -9.32   .015  -.008  0.000
   81   86  28.27  -8.28   .015  -.008   .000
   81   87  25.09  -7.33   .015  -.008   .000
   81   88  20.45  -6.46   .015  -.007   .001
   81   89  17.58  -5.66   .015  -.008   .000
   81   90  13.33  -4.87   .015  -.007   .001
   81   91  10.84  -4.14   .015  -.007   .001
   81   92   6.88  -3.51   .014  0.000  -.004
   81   93   4.70  -2.91   .015  -.007   .001
   81   94   1.06  -2.41   .015  -.007   .001
   81   95   -.89  -2.00   .015  -.007   .001
   81   96  -4.27  -1.67   .015  -.007   .001
   81   97  -5.96  -1.42   .015  -.007   .001
   81   98  -9.08  -1.25   .015  -.007   .001
   81   99 -10.51  -1.12   .014  -.007   .002
   81  100 -13.25   -.97   .003  0.000  0.000
   81  101 -14.26   -.82   .012  0.000  -.004
   81  102 -16.66   -.72   .012  -.001  -.002
   81  103 -17.44   -.71   .015  -.007   .001
   81  104 -19.57   -.73   .015  -.007   .001
   81  105 -20.09   -.82   .015  -.007   .001
   81  106 -21.99   -.98   .015  -.007   .001
   81  107 -22.33  -1.24   .015  -.007  0.000
   81  108 -24.06  -1.59   .015  -.007   .001
   81  109 -24.21  -2.01   .015  -.008   .000
   81  110 -25.74  -2.51   .015  -.008   .000
   81  111 -25.72  -3.08   .015  -.008   .000
   81  112 -27.05  -3.73   .015  -.008  0.000
   81  113 -26.79  -4.39   .013  -.006   .001
   81  114 -27.81  -5.05   .003  0.000   .000
   81  115 -27.24  -5.72   .014  0.000  -.002
   81  116 -27.94  -6.39   .012  -.001  -.001
   81  117 -27.06  -7.05   .012  -.001  -.001
   81  118 -27.46  -7.73   .015  -.008  0.000
   81  119 -26.33  -8.44   .015  -.008   .000
   81  120 -26.49  -9.19   .015  -.008  0.000
   81  121 -25.17  -9.99   .015  -.008   .000
   81  122 -25.12 -10.82   .015  -.008   .000
   81  123 -23.51 -11.62   .011  -.004   .000
   81  124 -23.18 -12.47   .003  0.000   .000
   81  125 -21.21 -13.18   .008  0.000   .000
   81  126 -20.37 -13.80   .003  0.000   .000
   81  127 -16.11 -12.49   .007   .004  0.000
   81  128 -13.15 -11.26   .012  0.000  -.004
   81  129  -8.73 -10.05   .013  0.000  -.002
   81  130  -5.59  -8.92   .015  -.008   .000
   81  131  -1.05  -7.84   .015  -.008   .000
   81  132   2.25  -6.80   .015  -.007  0.000
   81  133   6.92  -5.84   .015  -.008  0.000
   81  134  10.32  -4.96   .015  -.007  0.000
   81  135  15.09  -4.14   .015  -.007  0.000
   81  136  18.60  -3.39   .015  -.008   .000
   81  137  23.48  -2.70   .015  -.007  0.000
   81  138  26.98  -2.21   .088   .041   .000
   81  139  31.71  -1.90   .094   .045  -.002
   81  140  35.16  -1.69   .099   .042  -.003
   81  141  40.02  -1.47   .102   .038  -.011
   81  142  43.61  -1.35   .106   .034  -.010
   81  143  48.62  -1.20   .110   .031  -.014
   81  144  52.37  -1.15   .114   .028  -.016
   81  145  57.53  -1.07   .115   .023  -.015
   81  146  61.48  -1.04   .119   .021  -.018
   81  147  66.86   -.95   .119   .012  -.013
   81  148  70.98   -.95   .120   .010  -.018
   81  149  76.47   -.95   .120  -.001  -.015
   81  150  80.80   -.97   .120  -.010  -.014
   81  151  86.44  -1.01   .120  -.010  -.014
   81  152  90.94  -1.06   .120  -.020  -.012
   81  153  96.78  -1.10   .120  -.020  -.012
   81  154 101.49  -1.14   .121  -.022  -.010
   81  155 107.52  -1.18   .119  -.025  -.004
   81  156 112.43  -1.21   .120  -.028  -.002
   81  157 118.65  -1.25   .120  -.031   .000
   81  158 123.72  -1.32   .015  -.007   .001
   81  159 129.58  -1.89   .016  -.006   .000
   81  160 134.30  -2.49   .016  -.006   .001
   81  161 140.25  -3.16   .016  -.006   .001
   81  162 145.08  -3.83   .015  -.007   .001
   81  163 151.19  -4.51   .007  -.004   .001
   81  164 156.14  -5.24   .002  0.000  0.000
   81  165 162.76  -5.58   .007   .004   .000
   81  166 168.25  -5.94   .011  0.000  -.002
   81  167 174.99  -6.34   .012  -.001  -.002
   81  168 180.64  -6.71   .012  -.001  -.001
   81  169 187.55  -7.09   .012  -.001  0.000
   81  170 193.36  -7.48   .011  -.002   .000
   81  171 200.42  -7.87   .005  0.000  -.001
   81  172 206.42  -8.23   .002  0.000   .000
   81  173 213.94  -8.31   .005  0.000  0.000
   81  174 220.41  -8.35   .010  0.000  -.001
   81  175 228.13  -8.39   .011  0.000  -.002
   81  176 234.83  -8.37   .008  -.002   .000
   81  177 242.76  -8.35   .002  0.000   .000
   81  178 249.64  -8.29   .012  0.000   .000
   81  179 257.69  -8.29   .013  0.000  -.002
   81  180 264.71  -8.26   .012  -.002  -.002
   81  181 272.98  -8.18   .007  -.004   .001
   81  182 280.13  -8.17   .002   .000   .000
   81  183 288.47  -8.15   .010  0.000  -.002
   81  184 295.77  -8.14   .007  -.005   .002
   81  185 304.20  -8.17   .002  0.000   .000
   81  186 312.60  -7.19   .006   .004   .001
   81  187 322.14  -6.26   .010  0.000  -.002
   81  188 330.56  -5.40   .012  0.000  -.004
   81  189 340.18  -4.51   .012  -.001  -.003
   81  190 348.68  -3.71   .016  -.005   .000
   81  191 358.27  -2.98   .031   .016  0.000
   81  192 366.51  -2.57   .042   .032   .009
   81  193 375.79  -2.29   .049   .041   .013
   81  194 384.09  -1.94   .052   .038   .007
   81  195 393.38  -1.77   .057   .039   .006
   81  196 401.70  -1.54   .065   .042   .002
   81  197 411.00  -1.48   .066   .041   .005
   81  198 419.29  -1.40   .068   .036   .000
   81  199 428.77  -1.28   .084   .027  -.007
   81  200 437.07  -1.32   .097   .016  -.012
   82   87  33.74  -8.26   .004  0.000   .000
   82   88  28.61  -7.37   .004  0.000   .000
   82   89  25.70  -6.57   .004  0.000   .000
   82   90  20.89  -5.84   .004  0.000  0.000
   82   91  18.40  -5.06   .004  0.000   .000
   82   92  14.00  -4.39   .004  0.000   .000
   82   93  11.76  -3.81   .004  0.000   .000
   82   94   7.64  -3.30   .004  0.000   .000
   82   95   5.65  -2.89   .004  0.000   .000
   82   96   1.79  -2.56   .004  0.000   .000
   82   97    .05  -2.31   .004  0.000   .000
   82   98  -3.54  -2.13   .004  0.000   .000
   82   99  -5.03  -2.03   .004  0.000   .000
   82  100  -8.34  -1.99   .003  0.000   .000
   82  101  -9.31  -1.75   .004  0.000   .000
   82  102 -12.09  -1.57   .004  0.000  0.000
   82  103 -12.84  -1.49   .004  0.000  -.001
   82  104 -15.42  -1.50   .004  0.000  0.000
   82  105 -15.98  -1.59   .004  0.000  -.001
   82  106 -18.33  -1.75   .004  0.000  -.001
   82  107 -18.67  -1.97   .004  0.000  -.001
   82  108 -20.82  -2.30   .004  0.000  -.001
   82  109 -21.01  -2.71   .004  0.000  -.001
   82  110 -22.97  -3.20   .004  0.000  -.001
   82  111 -22.98  -3.77   .004  0.000  -.002
   82  112 -24.75  -4.41   .004  0.000  -.002
   82  113 -24.56  -5.11   .004  0.000  -.001
   82  114 -26.09  -5.85   .003  0.000   .000
   82  115 -25.50  -6.46   .004  0.000   .000
   82  116 -26.58  -7.08   .004  0.000  -.002
   82  117 -25.72  -7.73   .004  0.000   .000
   82  118 -26.55  -8.41   .004  0.000  -.001
   82  119 -25.44  -9.11   .004  0.000   .000
   82  120 -26.00  -9.83   .004  0.000  -.002
   82  121 -24.68 -10.61   .004  0.000  -.002
   82  122 -25.05 -11.45   .004  0.000  -.002
   82  123 -23.55 -12.33   .003  0.000  -.001
   82  124 -23.70 -13.23   .003  0.000   .000
   82  125 -21.72 -13.92   .003  0.000   .000
   82  126 -21.32 -14.56   .003  0.000   .000
   82  127 -17.03 -13.20   .004  0.000  -.002
   82  128 -14.39 -11.88   .004  0.000  -.002
   82  129  -9.97 -10.64   .004  0.000  -.002
   82  130  -7.21  -9.48   .004  0.000  -.002
   82  131  -2.68  -8.39   .004  0.000  -.002
   82  132    .20  -7.38   .004  0.000  -.001
   82  133   4.86  -6.41   .004  0.000  -.001
   82  134   7.88  -5.51   .004  0.000  -.002
   82  135  12.64  -4.68   .004  0.000  -.001
   82  136  15.76  -3.93   .004  0.000  -.001
   82  137  20.62  -3.25   .004  0.000  -.001
   82  138  23.85  -2.62   .004  0.000  -.001
   82  139  28.70  -2.18   .094   .048  -.002
   82  140  31.77  -1.97   .100   .044  -.002
   82  141  36.66  -1.70   .103   .039  -.005
   82  142  39.87  -1.58   .107   .037  -.009
   82  143  44.89  -1.41   .111   .033  -.011
   82  144  48.29  -1.33   .114   .030  -.013
   82  145  53.49  -1.19   .114   .024  -.014
   82  146  57.06  -1.16   .120   .022  -.018
   82  147  62.46  -1.03   .120   .015  -.012
   82  148  66.21  -1.04   .122   .012  -.018
   82  149  71.74   -.99   .122   .003  -.014
   82  150  75.72   -.98   .121  -.004  -.015
   82  151  81.38   -.99   .120  -.011  -.015
   82  152  85.54  -1.01   .117  -.015  -.008
   82  153  91.41  -1.02   .115  -.019  -.006
   82  154  95.71  -1.09   .116  -.024  -.004
   82  155 101.71  -1.16   .114  -.031  -.002
   82  156 106.24  -1.21   .115  -.033   .000
   82  157 112.38  -1.32   .004  0.000  -.001
   82  158 116.65  -1.83   .004  0.000  -.001
   82  159 122.51  -2.39   .004  0.000  -.001
   82  160 126.87  -3.00   .004  0.000  -.001
   82  161 132.82  -3.66   .004  0.000  -.002
   82  162 137.26  -4.37   .004  0.000  -.001
   82  163 143.28  -5.14   .004  0.000  -.001
   82  164 147.84  -5.92   .002  0.000   .000
   82  165 154.52  -6.19   .004  0.000   .000
   82  166 159.76  -6.47   .004  0.000  -.001
   82  167 166.57  -6.77   .004  0.000  -.001
   82  168 171.90  -7.13   .004  0.000  -.001
   82  169 178.79  -7.52   .004  0.000  0.000
   82  170 184.26  -7.91   .002  0.000   .000
   82  171 191.36  -8.26   .003  -.001   .000
   82  172 197.06  -8.58   .002  0.000   .000
   82  173 204.58  -8.65   .004  0.000   .000
   82  174 210.70  -8.72   .004  0.000  -.001
   82  175 218.39  -8.79   .003  -.001  0.000
   82  176 224.67  -8.86   .002  0.000   .000
   82  177 232.66  -8.77   .004  0.000   .000
   82  178 239.28  -8.65   .004  0.000  -.001
   82  179 247.42  -8.56   .004  0.000  -.001
   82  180 254.12  -8.52   .004  0.000  -.001
   82  181 262.30  -8.53   .004  0.000  -.001
   82  182 269.09  -8.56   .002  0.000   .000
   82  183 277.57  -8.41   .003  0.000   .000
   82  184 284.51  -8.43   .004  0.000  -.002
   82  185 292.86  -8.55   .002  0.000   .000
   82  186 300.99  -7.52   .004  0.000  -.001
   82  187 310.60  -6.52   .004  0.000  -.001
   82  188 318.79  -5.57   .004  0.000  -.001
   82  189 328.42  -4.68   .004  0.000  -.001
   82  190 336.50  -3.98   .033   .030   .013
   82  191 345.97  -3.38   .034   .027   .007
   82  192 353.95  -2.92   .044   .037   .013
   82  193 363.26  -2.61   .049   .040   .014
   82  194 371.32  -2.19   .052   .037   .008
   82  195 380.61  -2.03   .057   .039   .006
   82  196 388.64  -1.79   .064   .044   .004
   82  197 397.99  -1.67   .077   .035   .000
   82  198 405.96  -1.62   .069   .040   .002
   82  199 415.43  -1.51   .077   .034  -.002
   82  200 423.46  -1.52   .084   .028  -.007
   83   88  41.32  -6.27   .015   .011   .002
   83   89  37.94  -5.44   .015   .011   .002
   83   90  33.11  -4.68   .015   .011   .002
   83   91  30.04  -4.01   .016   .013   .006
   83   92  25.59  -3.34   .017   .014   .009
   83   93  22.87  -2.75   .015   .013   .003
   83   94  18.68  -2.27   .015   .016   .002
   83   95  16.22  -1.85   .015   .016   .002
   83   96  12.32  -1.52   .015   .011   .003
   83   97  10.12  -1.25   .015   .010   .002
   83   98   6.52  -1.05   .014   .009   .002
   83   99   4.61   -.89   .011  0.000  -.002
   83  100   1.33   -.77   .014   .009   .002
   83  101   -.27   -.71   .015   .012   .004
   83  102  -3.13   -.56   .015   .016   .003
   83  103  -4.32   -.47   .015   .016   .003
   83  104  -6.92   -.46   .015   .016   .003
   83  105  -7.92   -.54   .015   .015   .003
   83  106 -10.32   -.70   .015   .015   .003
   83  107 -11.13   -.95   .015   .015   .003
   83  108 -13.31  -1.26   .015   .013   .002
   83  109 -13.93  -1.66   .015   .014   .002
   83  110 -15.92  -2.14   .015   .010   .006
   83  111 -16.33  -2.68   .014   .011   .000
   83  112 -18.10  -3.28   .013   .006   .000
   83  113 -18.29  -3.93   .013   .006  0.000
   83  114 -19.80  -4.61   .013   .007   .001
   83  115 -19.74  -5.32   .014   .010   .002
   83  116 -20.90  -5.98   .015   .009   .002
   83  117 -20.45  -6.61   .013   .007   .000
   83  118 -21.34  -7.33   .015   .010   .002
   83  119 -20.69  -8.05   .015   .010   .002
   83  120 -21.31  -8.81   .015   .009   .002
   83  121 -20.41  -9.58   .013   .006  -.001
   83  122 -20.80 -10.41   .013  0.000  -.002
   83  123 -19.65 -11.22   .011  0.000   .000
   83  124 -19.77 -12.07   .003  0.000   .000
   83  125 -18.28 -12.83   .008  0.000   .000
   83  126 -17.86 -13.43   .003  0.000   .000
